id,text,source,language,category
157,"The Global Biodiversity Framework Monitor reported that 37% of shark and ray species are now threatened with extinction, largely due to overfishing amplified by habitat degradation from ocean warming and acidification. Coral reef-dependent species are declining at twice the rate of open ocean species. The Mediterranean Sea has lost 41% of its marine mammal populations since 1970, with warming waters pushing species northward.",Global Biodiversity Monitor,en,impact
158,"Jordan partnered with the European Space Agency to deploy a network of 45 ground-based weather stations and 3 automated soil moisture monitoring systems across the Jordan Valley and eastern desert regions. The $12 million project, operational since March 2024, provides real-time climate data to 15,000 farmers via a mobile application. Early warning alerts for frost events reduced crop losses by an estimated 22% during the 2024 winter season.",Jordan Meteorological Department,en,adaptation
159,"أعلن معهد الأبحاث الزراعية في الأردن عن نجاح تجارب زراعة أصناف جديدة من القمح المقاوم للجفاف في منطقة المفرق. وأظهرت النتائج أن الأصناف الجديدة تحقق إنتاجية تعادل 75% من الأصناف التقليدية مع استخدام 40% أقل من المياه. ويخطط المعهد لتوزيع البذور على 5,000 مزارع بحلول موسم 2025.",تقرير المعهد الوطني للبحوث الزراعية,ar,adaptation
160,"Carbon capture and storage projects reached a combined capacity of 45 million tonnes per year globally in 2024, according to the Global CCS Institute. The largest operational facility, the Gorgon project in Western Australia, captures 4 million tonnes annually. Despite growing capacity, CCS remains controversial: critics argue it extends fossil fuel dependency, while proponents view it as essential for hard-to-abate industrial emissions from cement and steel production.",Global CCS Institute Report,en,science
161,"The OECD reported that fossil fuel subsidies across member countries and major economies reached $1.3 trillion in 2022, nearly double the 2021 figure. The subsidies undermine climate action by artificially lowering the cost of carbon-intensive energy. The IMF estimates that including the environmental and health costs of fossil fuels, implicit subsidies reached $7 trillion globally — equivalent to 7.1% of global GDP.",OECD Fossil Fuel Subsidy Report,en,policy
162,"Desertification threatens 40% of the Earth's land surface, affecting the livelihoods of 2 billion people directly. The UNCCD reported that 12 million hectares of productive land are lost to desertification and drought annually, with economic losses estimated at $490 billion per year. The Sahara Desert has expanded by 10% since 1920, extending southward into the Sahel at a rate of approximately 48 kilometers per decade.",UNCCD Global Land Outlook,en,impact
163,"أنجزت دولة الإمارات العربية المتحدة محطة براكة للطاقة النووية بقدرة 5,600 ميغاواط، لتصبح أول دولة عربية تشغل محطة نووية للأغراض السلمية. وتوفر المحطة 25% من احتياجات الدولة من الكهرباء وتجنب انبعاث 21 مليون طن من ثاني أكسيد الكربون سنوياً. وتعتبر الطاقة النووية جزءاً أساسياً من استراتيجية التنويع الطاقوي للدولة.",تقرير الطاقة الإماراتي,ar,adaptation
164,"The Green Bond Market surpassed $2.2 trillion in cumulative issuance by the end of 2023, with annual issuance reaching $575 billion. The European Union remains the largest green bond market, followed by China and the United States. Jordan issued its first sovereign green bond in 2023, raising $250 million for renewable energy and water efficiency projects. The Climate Bonds Initiative certified the bond under international green bond standards.",Climate Bonds Initiative Report,en,policy
165,"A comprehensive meta-analysis published in PNAS reviewed 73 studies on climate change impacts on mental health and found significant associations between extreme heat events and increased rates of emergency psychiatric admissions, suicide, and aggressive behavior. For every 1 degree Celsius increase in ambient temperature, violent crime rates increase by 3-5%. The researchers identified eco-anxiety as a growing concern among youth populations globally.",PNAS Mental Health Review,en,impact
166,"أصدر المنتدى العربي للبيئة والتنمية تقريره السنوي حول حالة البيئة العربية، مشيراً إلى أن تكاليف التدهور البيئي في المنطقة العربية تبلغ 5% من الناتج المحلي الإجمالي سنوياً. وأوصى التقرير بتبني اقتصاد أخضر دائري يقلل الهدر ويعظم كفاءة استخدام الموارد الطبيعية، خاصة المياه والطاقة.",تقرير المنتدى العربي للبيئة والتنمية,ar,policy
167,"The Global Heat Health Information Network warned that the 2024 heatwave season is expected to be among the most severe on record, with El Nino conditions persisting into the Northern Hemisphere summer. The network recommended that cities in the Middle East and South Asia activate heat action plans including hydration stations, extended cooling center hours, and modified outdoor work schedules. Amman, Riyadh, and Baghdad were identified as priority cities.",Global Heat Health Network,en,impact
168,"Ocean-based renewable energy technologies including offshore wind, tidal, and wave power could supply up to 10% of global electricity by 2050, according to IRENA. The Red Sea's consistent wind patterns make it suitable for offshore wind development, with Saudi Arabia planning a 500-megawatt offshore wind farm near Neom. Wave energy converters are being tested in the Mediterranean off the coasts of Spain, Italy, and Greece.",IRENA Ocean Energy Report,en,adaptation
169,"خصصت الحكومة المصرية 2 مليار جنيه مصري لمشروع تطوير شبكة الصرف الزراعي في دلتا النيل لمواجهة تحديات ملوحة التربة الناجمة عن ارتفاع مستوى سطح البحر. ويستهدف المشروع تحسين جودة التربة في 500,000 فدان ورفع إنتاجية المحاصيل بنسبة 20%. وتقدم منظمة الأغذية والزراعة الدعم الفني للمشروع.",تقرير وزارة الري المصرية,ar,adaptation
170,"The Global Stocktake at COP28, the first comprehensive assessment of progress under the Paris Agreement, found that the world is not on track to meet any of the agreement's long-term goals. Current policies will lead to 2.4-2.6 degrees of warming by 2100. The stocktake called for transitioning away from fossil fuels, tripling renewable energy, doubling energy efficiency, and substantially reducing non-CO2 emissions including methane.",COP28 Global Stocktake,en,policy
171,"Precision agriculture technologies using satellite imagery, drone-based monitoring, and AI-driven decision support systems have demonstrated water savings of 30-50% in arid regions. A pilot project in the Jordan Valley equipped 200 farms with IoT soil moisture sensors and automated irrigation controllers, reducing water consumption by 35% while maintaining crop yields. The technology is being scaled with support from the GIZ and the Jordanian Ministry of Agriculture.",AgriTech Climate Report,en,adaptation
172,"أفادت تقارير الأمم المتحدة أن النزاعات المسلحة والتغيرات المناخية تتفاعل لتفاقم أزمات النزوح في المنطقة العربية. ويستضيف الأردن نحو 1.3 مليون لاجئ سوري، مما يضع ضغطاً هائلاً على موارد المياه والطاقة المحدودة أصلاً. وقدّر برنامج الأمم المتحدة الإنمائي أن اللاجئين يزيدون الطلب على المياه بنسبة 21%.",تقرير الأمم المتحدة حول النزوح والمناخ,ar,impact
173,"The International Renewable Energy Agency reported that the global weighted average cost of electricity from solar photovoltaics fell to $0.049 per kilowatt-hour in 2023, an 89% decline since 2010. Onshore wind costs fell to $0.033 per kWh. In 80% of cases, new solar and wind capacity is now cheaper than the cheapest fossil fuel alternative. The Middle East and North Africa region has seen the fastest solar cost reductions.",IRENA Cost Analysis,en,adaptation
174,"Environmental DNA monitoring in the Gulf of Aqaba detected the presence of 23 fish species not previously documented in the region, suggesting northward migration driven by warming Red Sea temperatures. Marine biologists from the University of Jordan and the Aqaba Marine Science Station confirmed that several Indo-Pacific species have established breeding populations in Jordanian waters, raising concerns about ecological disruption to native Mediterranean species.",Marine Ecology Progress Series,en,science
175,"استضافت مدينة الرياض المؤتمر السعودي الأول للمناخ والاستدامة في نوفمبر 2023 بمشاركة 2,000 متخصص من 60 دولة. وأُعلن خلال المؤتمر عن إطلاق صندوق استثماري بقيمة 2.5 مليار دولار لتمويل مشاريع التقنيات النظيفة في المنطقة العربية. كما وقّعت 8 دول عربية على ميثاق التعاون الإقليمي للعمل المناخي.",تقرير مؤتمر الرياض للمناخ,ar,policy
176,"A joint study by NASA and ESA using combined satellite data from GRACE-FO and Sentinel missions mapped groundwater depletion hotspots across the Middle East and found that the Arabian aquifer system is the most stressed in the world, with reserves declining at a rate of 7.8 cubic kilometers per year. The study warned that at current extraction rates, the aquifer supporting Jordan, Saudi Arabia, and Iraq could face critical shortages within 50 years.",NASA Earth Observatory,en,science
177,"The International Labour Organization estimated that 80 million full-time equivalent jobs will be lost globally by 2030 due to heat stress reducing outdoor labor productivity. Agriculture, construction, and waste collection workers face the greatest exposure. In the Middle East, outdoor work bans during peak summer hours are already standard in Qatar, the UAE, and Saudi Arabia. Jordan implemented similar restrictions for the first time in June 2024.",ILO Heat Stress Report,en,impact
178,"وثّق تقرير المنظمة العالمية للأرصاد الجوية أن العقد 2014-2023 كان الأكثر حرارة في التاريخ المسجل، حيث تجاوز متوسط درجة الحرارة العالمية مستويات ما قبل الثورة الصناعية بأكثر من درجة مئوية واحدة. وسُجلت أعلى الحالات الشاذة في القطب الشمالي الذي يسخن بمعدل يفوق المتوسط العالمي بثلاثة أضعاف.",تقرير حالة المناخ العالمي,ar,science
179,"The African continent holds 60% of the world's best solar resources but generates only 1.3% of global solar energy. The African Union's Agenda 2063 targets universal energy access through a combination of centralized renewable plants and distributed off-grid systems. Mini-grids serving 500-5,000 households have proven particularly effective in rural sub-Saharan Africa, with costs declining 50% since 2018.",African Union Energy Report,en,adaptation
180,"Traditional Jordanian water harvesting techniques, including ancient nabatean cisterns and modern rooftop collection systems, are being revived and modernized as climate adaptation measures. The Royal Scientific Society estimates that rooftop rainwater harvesting could supplement Amman's water supply by 10 million cubic meters annually. A pilot program installing 3,000 rooftop collection systems in northern Jordan demonstrated cost recovery within 4 years.",Royal Scientific Society Jordan,en,adaptation
181,"أصدرت منظمة الصحة العالمية تحذيراً من أن تغير المناخ يوسع نطاق انتشار الأمراض المنقولة بالبعوض في منطقة الشرق الأوسط. وسُجلت حالات حمى الضنك لأول مرة في جنوب الأردن عام 2023 بسبب ارتفاع درجات الحرارة والرطوبة. وأوصت المنظمة بتعزيز أنظمة الترصد الوبائي والاستعداد لانتشار أمراض استوائية جديدة.",تقرير منظمة الصحة العالمية الإقليمي,ar,impact
182,"The Coral Triangle Initiative, a multilateral partnership among six Southeast Asian nations, has protected 40 million hectares of marine habitat since 2009. The region contains 76% of all known coral species and supports fisheries that feed 120 million people. Climate change threatens the region with mass bleaching events projected to become annual by 2040 under current warming trajectories.",Coral Triangle Initiative Report,en,impact
183,"Hydrogen produced from renewable energy — green hydrogen — is projected to supply 12% of global energy demand by 2050, according to the Hydrogen Council. The Middle East's abundant solar resources make it a potential major producer. NEOM's planned green hydrogen facility in Saudi Arabia, powered by 4 gigawatts of wind and solar, will produce 600 tonnes of green hydrogen per day for export to Europe and Asia.",Hydrogen Council Report,en,adaptation
184,"أظهرت دراسة أعدها مركز الأبحاث البيئية في الجامعة الأردنية أن التنوع البيولوجي في محمية ضانا الطبيعية يتأثر سلباً بتغير المناخ. وانخفضت أعداد بعض الأنواع النباتية المتوطنة بنسبة 30% خلال العقدين الأخيرين بسبب الجفاف المتكرر. ويعمل الباحثون على برنامج لحفظ البذور وإعادة التوطين في مواقع ذات ظروف مناخية مناسبة.",تقرير مركز الأبحاث البيئية,ar,impact
185,"The United Nations Industrial Development Organization estimates that the circular economy could reduce global material use by 28% by 2030 while creating 6 million net new jobs. Climate-related circular economy strategies include industrial waste heat recovery, construction material recycling, and agricultural byproduct valorization. Jordan's first industrial symbiosis park in the King Hussein Bin Talal Development Area recycles waste from 12 factories.",UNIDO Circular Economy Report,en,adaptation
186,"المركز العربي لدراسات المناطق الجافة والأراضي القاحلة أكد أن 68% من مساحة المنطقة العربية تصنف كأراضي جافة أو شبه جافة معرضة للتصحر. وتفقد المنطقة سنوياً 5 ملايين هكتار من الأراضي الإنتاجية بسبب التصحر والجفاف. وتقدر الخسائر الاقتصادية الناجمة عن تدهور الأراضي في العالم العربي بنحو 9 مليارات دولار سنوياً.",المركز العربي للمناطق الجافة,ar,impact
187,"India's National Solar Mission has installed over 70 gigawatts of solar capacity as of 2024, targeting 280 gigawatts by 2030. The Bhadla Solar Park in Rajasthan, spanning 14,000 acres with 2,245 megawatts of capacity, is among the world's largest solar installations. India's solar tariffs have fallen to $0.038 per kilowatt-hour, making solar the cheapest source of new electricity generation in the country.",India Solar Energy Report,en,adaptation
188,"تثمّن جهود الأردن في مجال حماية البيئة البحرية في خليج العقبة حيث أنشأ أول محمية بحرية اصطناعية في المنطقة باستخدام هياكل خرسانية مصممة خصيصاً لتوفير موائل للشعاب المرجانية والأسماك. وأظهرت المراقبة أن 45 نوعاً من المرجان استعمرت الهياكل خلال 3 سنوات، مما يدعم جهود الحفاظ على التنوع البيولوجي البحري.",تقرير سلطة منطقة العقبة الاقتصادية الخاصة,ar,adaptation
189,"The Climate Action Tracker, an independent scientific analysis consortium, rates only 6 of 40 assessed countries as having Paris Agreement-compatible policies. The remaining countries' policies range from insufficient to critically insufficient. Major emitters including the United States, China, Russia, and India are all rated below the 1.5-degree pathway. The tracker notes that no G20 nation has a fully aligned climate policy.",Climate Action Tracker,en,policy
190,"The Global Methane Pledge, launched at COP26 in Glasgow, has been signed by over 150 countries committing to reduce methane emissions by 30% below 2020 levels by 2030. If fully implemented, the pledge would avoid 0.2 degrees Celsius of warming by 2050. Key sources targeted include oil and gas operations where methane leak detection and repair is highly cost-effective, and landfills where methane capture can generate renewable energy.",Global Methane Pledge Report,en,policy
191,"أطلقت مؤسسة نهر الأردن مشروعاً مجتمعياً لزراعة 100,000 شجرة زيتون مقاومة للجفاف في المناطق الهامشية شمال الأردن. ويوفر المشروع فرص عمل لـ 500 أسرة ويساهم في مكافحة تآكل التربة وامتصاص 15,000 طن من ثاني أكسيد الكربون سنوياً. وتمول المشروع الوكالة الألمانية للتعاون الدولي ومنظمة الأغذية والزراعة.",مؤسسة نهر الأردن,ar,adaptation
192,"The World Economic Forum's Global Risks Report 2024 ranked failure to mitigate climate change and failure of climate adaptation as the top two global risks over a 10-year horizon. Extreme weather events were ranked as the most likely risk in the near term. The report emphasized that climate risks are increasingly interconnected with food security, geopolitical instability, and mass displacement.",World Economic Forum,en,impact
193,"Remote sensing data from the European Space Agency's Sentinel-2 satellite revealed that vegetation cover in the Jordan Valley has declined by 18% between 2015 and 2023, corresponding to reduced agricultural activity and lower water allocations. The satellite imagery also documented expansion of barren land areas and increased dust source regions. Researchers are using the data to map desertification risk zones and prioritize restoration interventions.",ESA Earth Observation Report,en,science
194,"تشير التوقعات المناخية إلى أن منطقة بلاد الشام ستشهد انخفاضاً في كميات الأمطار بنسبة 25-30% بحلول عام 2070 مع ارتفاع في درجات الحرارة يتراوح بين 2.5 و3.5 درجة مئوية. وستؤثر هذه التغيرات بشكل مباشر على الزراعة البعلية والموارد المائية في الأردن وسوريا ولبنان وفلسطين. ويتطلب التكيف استثمارات ضخمة في البنية التحتية المائية.",تقرير التوقعات المناخية الإقليمية,ar,science
195,"The Blue Carbon Initiative has documented that coastal ecosystems — mangroves, seagrasses, and salt marshes — store up to 10 times more carbon per hectare than terrestrial forests. The Gulf of Aqaba's seagrass meadows, covering approximately 400 hectares along the Jordanian coast, sequester an estimated 1,800 tonnes of CO2 annually. Protection and restoration of these ecosystems offer highly cost-effective climate mitigation.",Blue Carbon Initiative Report,en,science
196,"أعلنت جامعة العلوم والتكنولوجيا الأردنية عن تطوير نظام ذكي لإدارة الطاقة في المباني الجامعية باستخدام تقنيات إنترنت الأشياء والذكاء الاصطناعي. وأسفر النظام عن خفض استهلاك الكهرباء بنسبة 28% وتوفير 1.2 مليون دولار سنوياً. وتخطط الجامعة لنشر التقنية في 50 مبنى حكومي بحلول عام 2026.",تقرير جامعة العلوم والتكنولوجيا الأردنية,ar,adaptation
197,"The Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services estimated that 1 million plant and animal species face extinction due to human activity, with climate change as an accelerating driver. Species are moving toward the poles at an average rate of 17 kilometers per decade and to higher elevations at 11 meters per decade. The rate of species extinction is currently 100 to 1,000 times higher than the natural background rate.",IPBES Global Assessment,en,science
198,"Heat-resilient urban design principles are being implemented across Middle Eastern cities to combat increasingly dangerous summer temperatures. Strategies include high-albedo building materials that reflect 60-80% of solar radiation, underground pedestrian networks, district cooling systems using seawater, and mandatory shade structures over 30% of outdoor spaces. Dubai's Sustainable City development has demonstrated 40% lower energy consumption through passive cooling and solar integration.",Middle East Urban Planning Review,en,adaptation
199,"أكد المجلس الأعلى للعلوم والتكنولوجيا في الأردن أن الابتكار التكنولوجي يمثل ركيزة أساسية في استراتيجية التكيف مع المناخ. وتشمل المشاريع الجاري تنفيذها تطوير أغشية تحلية مياه منخفضة الطاقة وأنظمة ري ذكية تعمل بالطاقة الشمسية ومحطات رصد جودة الهواء الآلية. وبلغ إجمالي الإنفاق على البحث والتطوير المناخي في الأردن 45 مليون دولار في عام 2023.",المجلس الأعلى للعلوم والتكنولوجيا,ar,adaptation
200,"The Global Landscape of Climate Finance 2023 report by the Climate Policy Initiative found that total climate finance reached $1.27 trillion in 2021-2022, a 63% increase from the previous period but still far short of the $8.1 trillion needed annually by 2030 to limit warming to 1.5 degrees. Mitigation finance accounted for 94% of the total, with adaptation receiving only 6%. The report called for a fundamental rebalancing toward adaptation in developing countries.",Climate Policy Initiative,en,policy
